year_number,depletion_limit,continent,country,gcam_basin_id,Basin_long_name,grid_id,grid_area,lake_area,grid_area_dry,permeability,porosity,total_thickness,depth_to_water,orig_aqfr_sat_thickness,aqfr_sat_thickness,hydraulic_conductivity,transmissivity,radius_of_influence,areal_extent,drawdown,drawdown_interference,total_head,well_yield,recharge,shallow_recharge_depth,threshold_depth,net_ponded_depth_target,excessive_recharge_depth,deep_recharge_vol,deep_recharge_vol_imposed,volume_produced_perwell,cumulative_vol_produced_perwell,number_of_wells,volume_produced_allwells,cumulative_vol_produced_allwells,available_volume,depleted_vol_fraction,well_installation_cost, annual_capital_cost,maintenance_cost,nonenergy_cost,power,energy,energy_cost_rate,energy_cost,total_cost_perwell,total_cost_allwells,unit_cost,unit_cost_per_km3,unit_cost_per_acreft,whyclass,total_well_length
1, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 36.9166666667, 238.11666666629998, 200.0, 2.113489078281905e-06, 0.000422697815656381, 483.1497193304754, 733353.4439905321, 80.21264273816915, 0.0, 117.12930940486916, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 218041.41272665327, 3384.436176360336, 737947245.1768004, 737947245.1768004, 153906956080.24225, 0.004794762134026339, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 140057.12000775232, 336137088.0186056, 0.061, 20504362.36913494, 9701.169761354267, 32832989.89334035, 0.044492326664183277, 44492326.664183274, 54.88039509373679, 10, 236.9166666667
2, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 38.01723070456914, 238.11666666629998, 198.89943596213087, 2.113489078281905e-06, 0.00042037178558239477, 483.1497193304754, 733353.4439905321, 80.91433945654607, 0.0, 118.93157016111522, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 436082.82545330655, 3384.436176360336, 737947245.1768004, 1475894490.3536007, 153906956080.24225, 0.009589524268052678, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 142212.16943394078, 341309206.64145786, 0.061, 20819861.60512893, 9794.39038055155, 33148489.12933434, 0.044919862965803865, 44919862.96580386, 55.40775257105975, 10, 236.9166666667
3, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 39.11779474243827, 238.11666666629998, 197.79887192426173, 2.113489078281905e-06, 0.0004180457555084085, 483.1497193304754, 733353.4439905321, 81.63331892836628, 0.0, 120.75111367080456, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 654124.2381799598, 3384.436176360336, 737947245.1768004, 2213841735.530401, 153906956080.24225, 0.014384286402079017, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 144387.88467541814, 346530923.22100353, 0.061, 21138386.316481214, 9888.504937527721, 33467013.840686623, 0.0453514991206024, 45351499.1206024, 55.940167135280646, 10, 236.9166666667
4, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 40.218358780307405, 238.11666666629998, 196.6983078863926, 2.113489078281905e-06, 0.00041571972543442227, 483.1497193304754, 733353.4439905321, 82.37040348284181, 0.0, 122.58876226314922, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 872165.6509066131, 3384.436176360336, 737947245.1768004, 2951788980.7072015, 153906956080.24225, 0.019179048536105355, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 146585.2490305724, 351804597.67337376, 0.061, 21460080.4580758, 9983.555966659711, 33788707.98228121, 0.04578743020334194, 45787430.20334194, 56.47787940721821, 10, 236.9166666667
5, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 41.31892281817654, 238.11666666629998, 195.59774384852346, 2.113489078281905e-06, 0.000413393695360436, 483.1497193304754, 733353.4439905321, 83.12647762882918, 0.0, 124.44540044700571, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 1090207.0636332664, 3384.436176360336, 737947245.1768004, 3689736225.8840017, 153906956080.24225, 0.023973810670131695, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 148805.3201489679, 357132768.35752296, 0.061, 21785098.8698089, 10079.589218521069, 34113726.394014314, 0.04622786603917901, 46227866.039179005, 57.02114820200652, 10, 236.9166666667
6, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 42.41948685604567, 238.11666666629998, 194.49717981065433, 2.113489078281905e-06, 0.0004110676652864498, 483.1497193304754, 733353.4439905321, 83.90249470547582, 0.0, 126.32198156152148, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 1308248.4763599196, 3384.436176360336, 737947245.1768004, 4427683471.060802, 153906956080.24225, 0.028768572804158035, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 151049.23798384154, 362518171.1612197, 0.061, 22113608.440834403, 10176.654003881798, 34442235.96503982, 0.0466730327813447, 46673032.7813447, 57.57025247513306, 10, 236.9166666667
7, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 43.52005089391481, 238.11666666629998, 193.3966157727852, 2.113489078281905e-06, 0.00040874163521246353, 483.1497193304754, 733353.4439905321, 84.6994844697746, 0.0, 128.2195353636894, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 1526289.889086573, 3384.436176360336, 737947245.1768004, 5165630716.237603, 153906956080.24225, 0.03356333493818438, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 153318.23386490453, 367963761.27577084, 0.061, 22445789.43782202, 10274.803586169044, 34774416.96202743, 0.04712317471108119, 47123174.71108119, 58.125493542624426, 10, 236.9166666667
8, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 44.62061493178394, 238.11666666629998, 192.29605173491606, 2.113489078281905e-06, 0.0004064156051384773, 483.1497193304754, 733353.4439905321, 85.51856178706733, 0.0, 130.13917671885127, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 1744331.3018132262, 3384.436176360336, 737947245.1768004, 5903577961.414404, 153906956080.24225, 0.03835809707221072, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 155613.64088999343, 373472738.13598424, 0.061, 22781837.02629504, 10374.095630977055, 35110464.55050045, 0.04757855629922237, 47578556.29922237, 58.68719762396481, 10, 236.9166666667
9, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 45.721178969653074, 238.11666666629998, 191.19548769704693, 2.113489078281905e-06, 0.00040408957506449103, 483.1497193304754, 733353.4439905321, 86.36093662641683, 0.0, 132.0821155960699, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 1962372.7145398795, 3384.436176360336, 737947245.1768004, 6641525206.591205, 153906956080.24225, 0.043152859206237064, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 157936.9058770149, 379048574.1048358, 0.061, 23121963.020394985, 10474.592723070462, 35450590.5446004, 0.04803946457731813, 48039464.577318124, 59.25571876683036, 10, 236.9166666667
10, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 46.82174300752221, 238.11666666629998, 190.0949236591778, 2.113489078281905e-06, 0.0004017635449905048, 483.1497193304754, 733353.4439905321, 87.2279256078971, 0.0, 134.0496686154193, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 2180414.1272665327, 3384.436176360336, 737947245.1768004, 7379472451.768005, 153906956080.24225, 0.047947621340263404, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 160289.603171593, 384695047.61182314, 0.061, 23466397.904321212, 10576.36296365944, 35795025.428526625, 0.048506211876908234, 48506211.876908235, 59.83144222592877, 10, 236.9166666667
11, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 47.92230704539134, 238.11666666629998, 188.99435962130866, 2.113489078281905e-06, 0.00039943751491651854, 483.1497193304754, 733353.4439905321, 88.12096540602062, 0.0, 136.04327245141195, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 2398455.539993186, 3384.436176360336, 737947245.1768004, 8117419696.944806, 153906956080.24225, 0.05274238347428974, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 162673.45067418853, 390416281.6180525, 0.061, 23815393.1787012, 10679.480663682165, 36144020.70290661, 0.04897913900911315, 48979139.009113155, 60.41478838496089, 10, 236.9166666667
12, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 49.022871083260476, 238.11666666629998, 187.89379558343953, 2.113489078281905e-06, 0.0003971114848425323, 483.1497193304754, 733353.4439905321, 89.04162838650898, 0.0, 138.06449946976946, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 2616496.9527198393, 3384.436176360336, 737947245.1768004, 8855366942.121607, 153906956080.24225, 0.05753714560831608, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 165090.32853773408, 396216788.4905618, 0.061, 24169224.09792427, 10784.027152605346, 36497851.62212968, 0.04945861897402351, 49458618.97402351, 61.00621733207852, 10, 236.9166666667
13, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 50.12343512112961, 238.11666666629998, 186.7932315455704, 2.113489078281905e-06, 0.00039478545476854605, 483.1497193304754, 733353.4439905321, 89.99164094756624, 0.0, 140.11507606869586, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 2834538.3654464926, 3384.436176360336, 737947245.1768004, 9593314187.298407, 153906956080.24225, 0.06233190774234242, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 167542.30109917212, 402101522.6380131, 0.061, 24528192.8809188, 10890.091727113168, 36856820.40512422, 0.04994506131165773, 49945061.311657734, 61.606234226703585, 10, 236.9166666667
14, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 51.223999158998744, 238.11666666629998, 185.69266750770126, 2.113489078281905e-06, 0.0003924594246945598, 483.1497193304754, 733353.4439905321, 90.97290515882528, 0.0, 142.19690431782402, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 3052579.778173146, 3384.436176360336, 737947245.1768004, 10331261432.475206, 153906956080.24225, 0.06712666987636876, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 170031.64275417855, 408075942.6100285, 0.061, 24892632.49921174, 10997.77277036595, 37221260.02341715, 0.050438917235200914, 50438917.23520091, 62.215395631275626, 10, 236.9166666667
15, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 52.32456319686788, 238.11666666629998, 184.59210346983213, 2.113489078281905e-06, 0.00039013339462057355, 483.1497193304754, 733353.4439905321, 91.98752445109447, 0.0, 144.31208764796236, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 3270621.190899799, 3384.436176360336, 737947245.1768004, 11069208677.652006, 153906956080.24225, 0.0719214320103951, 19432.141300686068, 7724948.584052272, 4603678.9401531415, 12328627.524205413, 172560.86867562213, 414146084.8214931, 0.061, 25262911.17411108, 11107.17908078352, 37591538.69831649, 0.05094068572518373, 50940685.72518373, 62.83431702829963, 10, 236.9166666667
16, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 53.42512723473701, 238.11666666629998, 221.60820609826297, 2.113489078281905e-06, 0.00046836652324632426, 483.1497193304754, 733353.4439905321, 69.0820131127849, 0.0, 122.50714034752193, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 3488662.6036264524, 3384.436176360336, 737947245.1768004, 11807155922.828806, 153906956080.24225, 0.07671619414442142, 22558.508318219323, 8967787.6562686, 5344348.214583494, 14312135.870852094, 146487.6498003681, 351570359.52088344, 0.061, 21445791.930773888, 10565.401720791348, 35757927.80162598, 0.04845594049620573, 48455940.49620573, 59.769433483259846, 10, 275.033333333
17, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 54.525691272606146, 238.11666666629998, 220.50764206039383, 2.113489078281905e-06, 0.000466040493172338, 483.1497193304754, 733353.4439905321, 69.55359569291595, 0.0, 124.0792869655221, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 3706704.0163531057, 3384.436176360336, 737947245.1768004, 12545103168.005606, 153906956080.24225, 0.08151095627844776, 22558.508318219323, 8967787.6562686, 5344348.214583494, 14312135.870852094, 148367.54074026877, 356082097.77664506, 0.061, 21721007.964375347, 10646.719854524757, 36033143.835227445, 0.0488288886105869, 48828888.610586904, 60.229457523386735, 10, 275.033333333
18, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 55.62625531047528, 238.11666666629998, 219.4070780225247, 2.113489078281905e-06, 0.00046371446309835177, 483.1497193304754, 733353.4439905321, 70.033457507957, 0.0, 125.65971281843227, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 3924745.429079759, 3384.436176360336, 737947245.1768004, 13283050413.182405, 153906956080.24225, 0.0863057184124741, 22558.508318219323, 8967787.6562686, 5344348.214583494, 14312135.870852094, 150257.3315575208, 360617595.7380499, 0.061, 21997673.340021044, 10728.466225627322, 36309809.21087314, 0.0492038007434717, 49203800.7434717, 60.69190414105747, 10, 275.033333333
19, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 56.726819348344414, 238.11666666629998, 218.30651398465557, 2.113489078281905e-06, 0.0004613884330243655, 483.1497193304754, 733353.4439905321, 70.52186256403819, 0.0, 127.24868191238261, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 4142786.841806412, 3384.436176360336, 737947245.1768004, 14020997658.359205, 153906956080.24225, 0.09110048054650043, 22558.508318219323, 8967787.6562686, 5344348.214583494, 14312135.870852094, 152157.337936887, 365177611.0485288, 0.061, 22275834.273960255, 10810.654489622993, 36587970.144812346, 0.04958073952298101, 49580739.52298101, 61.15685058680662, 10, 275.033333333
20, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 57.82738338621355, 238.11666666629998, 217.20594994678643, 2.113489078281905e-06, 0.00045906240295037927, 483.1497193304754, 733353.4439905321, 71.01908778842562, 0.0, 128.84647117463916, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 4360828.2545330655, 3384.436176360336, 737947245.1768004, 14758944903.536005, 153906956080.24225, 0.09589524268052677, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 154067.8910135507, 369762938.43252164, 0.061, 22555539.24438382, 11260.520867152754, 38110514.18745224, 0.0516439548172872, 51643954.8172872, 63.70178538802742, 10, 275.033333333
21, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 58.92794742408268, 238.11666666629998, 216.1053859089173, 2.113489078281905e-06, 0.000456736372876393, 483.1497193304754, 733353.4439905321, 71.52542390545854, 0.0, 130.45337132954123, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 4578869.667259719, 3384.436176360336, 737947245.1768004, 15496892148.712805, 153906956080.24225, 0.1006900048145531, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 155989.33842051573, 374374412.20923775, 0.061, 22836839.144763503, 11343.636602158931, 38391814.08783193, 0.05202514724292231, 52025147.242922306, 64.17197862119981, 10, 275.033333333
22, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 60.028511461951815, 238.11666666629998, 215.00482187104816, 2.113489078281905e-06, 0.0004544103428024068, 483.1497193304754, 733353.4439905321, 72.04117638947618, 0.0, 132.069687851428, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 4796911.079986373, 3384.436176360336, 737947245.1768004, 16234839393.889605, 153906956080.24225, 0.10548476694857943, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 157922.0454280668, 379012909.0273603, 0.061, 23119787.45066898, 11427.239391858977, 38674762.393737406, 0.05240857344005878, 52408573.44005878, 64.6449271668437, 10, 275.033333333
23, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 61.12907549982095, 238.11666666629998, 213.90425783317903, 2.113489078281905e-06, 0.00045208431272842053, 483.1497193304754, 733353.4439905321, 72.56666650312808, 0.0, 133.69574200294903, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 5014952.492713027, 3384.436176360336, 737947245.1768004, 16972786639.066404, 153906956080.24225, 0.11027952908260577, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 159866.39618532665, 383679350.84478396, 0.061, 23404440.401531823, 11511.34585332842, 38959415.344600245, 0.05279430961933626, 52794309.61933626, 65.12072502925889, 10, 275.033333333
24, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 62.22963953769008, 238.11666666629998, 212.8036937953099, 2.113489078281905e-06, 0.0004497582826544343, 483.1497193304754, 733353.4439905321, 73.10223243056248, 0.0, 135.33187196825256, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 5232993.90543968, 3384.436176360336, 737947245.1768004, 17710733884.243206, 153906956080.24225, 0.11507429121663212, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 161822.7950752639, 388374708.1806333, 0.061, 23690857.19901863, 11595.97347889494, 39245832.14208706, 0.05318243600554994, 53182436.005549945, 65.59947116412575, 10, 275.033333333
25, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, 0.0, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 63.33020357555922, 238.11666666629998, 211.70312975744076, 2.113489078281905e-06, 0.00044743225258044803, 483.1497193304754, 733353.4439905321, 73.64823051625794, 0.0, 136.97843409181715, 0.025236274621140427, 0.013394772238444, 0.0026789544476888, 0.22499999999999998, 0.2973210455523112, 0, 26596530.37279882, 26596530.37279882, 218041.41272665327, 5451035.318166334, 3384.436176360336, 737947245.1768004, 18448681129.420006, 153906956080.24225, 0.11986905335065845, 22558.508318219323, 10210626.728484929, 5344348.214583494, 15554974.943068422, 163791.66819602286, 393100003.67045486, 0.061, 23979100.223897748, 11681.14070021601, 39534075.16696617, 0.053573037131528875, 53573037.13152888, 66.08126984099823, 10, 275.033333333
